,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,UCOBANK.NS,UNIONBANK.NS,UCOBANK.NS,UNIONBANK.NS,UCOBANK.NS,UNIONBANK.NS,UCOBANK.NS,UNIONBANK.NS,UCOBANK.NS,UNIONBANK.NS,UCOBANK.NS,UNIONBANK.NS
Date,,,,,,,,,,,,
2019-02-21,18.549999237060547,65.57625579833984,18.549999237060547,71.55000305175781,19.700000762939453,73.30000305175781,18.200000762939453,70.75,19.700000762939453,73.0,2133161,15866924
2019-02-22,18.850000381469727,65.25547790527344,18.850000381469727,71.19999694824219,19.0,72.1500015258789,18.5,70.55000305175781,18.649999618530273,71.44999694824219,723635,5447748
2019-02-25,19.049999237060547,65.30130767822266,19.049999237060547,71.25,19.450000762939453,71.6500015258789,18.899999618530273,70.6500015258789,19.200000762939453,71.30000305175781,590148,4046656
2019-02-26,18.350000381469727,63.880714416503906,18.350000381469727,69.69999694824219,18.850000381469727,70.55000305175781,18.0,67.69999694824219,18.850000381469727,69.5999984741211,487755,9610206
2019-02-27,18.850000381469727,64.24732208251953,18.850000381469727,70.0999984741211,19.399999618530273,71.94999694824219,18.5,68.9000015258789,18.75,70.19999694824219,1069520,7791959
2019-02-28,18.649999618530273,65.66790771484375,18.649999618530273,71.6500015258789,18.899999618530273,72.0999984741211,18.5,69.80000305175781,18.899999618530273,70.30000305175781,372196,6383643
2019-03-01,19.049999237060547,70.70870971679688,19.049999237060547,77.1500015258789,19.399999618530273,78.44999694824219,18.700000762939453,71.80000305175781,18.799999237060547,72.05000305175781,618129,19395161
2019-03-05,19.299999237060547,73.91649627685547,19.299999237060547,80.6500015258789,19.399999618530273,81.0,19.049999237060547,76.55000305175781,19.25,77.1500015258789,580814,11139738
2019-03-06,19.350000381469727,72.63337707519531,19.350000381469727,79.25,19.850000381469727,81.80000305175781,19.25,78.4000015258789,19.399999618530273,80.5,504653,12556714
2019-03-07,19.5,73.27493286132812,19.5,79.94999694824219,19.549999237060547,81.80000305175781,19.25,78.4000015258789,19.450000762939453,79.0999984741211,550731,11551976
2019-03-08,19.25,71.57939147949219,19.25,78.0999984741211,19.5,80.6500015258789,19.100000381469727,77.9000015258789,19.5,79.19999694824219,293797,8790110
2019-03-11,19.25,75.79533386230469,19.25,82.69999694824219,19.850000381469727,83.5,19.149999618530273,78.69999694824219,19.350000381469727,78.69999694824219,1081286,13144457
2019-03-12,19.200000762939453,75.79533386230469,19.200000762939453,82.69999694824219,19.600000381469727,85.8499984741211,19.149999618530273,82.05000305175781,19.299999237060547,84.25,598843,15242637
2019-03-13,18.950000762939453,75.70368957519531,18.950000762939453,82.5999984741211,19.200000762939453,83.1500015258789,18.799999237060547,80.69999694824219,19.200000762939453,82.8499984741211,409426,11944420
2019-03-14,18.799999237060547,75.88699340820312,18.799999237060547,82.80000305175781,19.350000381469727,83.80000305175781,18.700000762939453,81.44999694824219,19.049999237060547,82.5,576455,8104798
2019-03-15,18.399999618530273,75.97864532470703,18.399999618530273,82.9000015258789,18.950000762939453,85.0,18.200000762939453,82.44999694824219,18.799999237060547,83.0,1050635,11599757
2019-03-18,18.5,76.75767517089844,18.5,83.75,18.75,84.0999984741211,18.299999237060547,82.5,18.5,83.30000305175781,547216,7445309
2019-03-19,18.899999618530273,80.33206176757812,18.899999618530273,87.6500015258789,19.149999618530273,89.4000015258789,18.549999237060547,84.0999984741211,18.549999237060547,84.5,685973,22242435
2019-03-20,18.75,81.06526947021484,18.75,88.44999694824219,19.049999237060547,89.1500015258789,18.649999618530273,86.19999694824219,18.899999618530273,88.1500015258789,301568,13692304
2019-03-22,18.5,79.5988540649414,18.5,86.8499984741211,18.899999618530273,89.30000305175781,18.450000762939453,86.30000305175781,18.850000381469727,89.19999694824219,352775,8279854
2019-03-25,18.350000381469727,80.10293579101562,18.350000381469727,87.4000015258789,18.5,87.94999694824219,18.25,84.55000305175781,18.5,85.44999694824219,227316,7771097
2019-03-26,18.450000762939453,83.90644836425781,18.450000762939453,91.55000305175781,18.549999237060547,92.0,18.299999237060547,87.44999694824219,18.350000381469727,87.8499984741211,194043,14525146
2019-03-27,18.700000762939453,85.96859741210938,18.700000762939453,93.80000305175781,20.0,94.19999694824219,18.5,90.8499984741211,19.950000762939453,92.0999984741211,2565664,13228502
2019-03-28,18.950000762939453,88.85559844970703,18.950000762939453,96.94999694824219,19.299999237060547,97.80000305175781,18.799999237060547,93.0999984741211,19.100000381469727,93.80000305175781,1549596,15011461
2019-04-01,19.700000762939453,88.35151672363281,19.700000762939453,96.4000015258789,20.450000762939453,99.6500015258789,18.899999618530273,95.80000305175781,18.950000762939453,96.0999984741211,4422064,12734106
2019-04-02,19.149999618530273,90.5511474609375,19.149999618530273,98.80000305175781,20.100000381469727,100.0,19.0,95.4000015258789,19.950000762939453,96.80000305175781,1930099,15381795
2019-04-03,19.0,86.8851089477539,19.0,94.80000305175781,19.600000381469727,100.4000015258789,18.899999618530273,94.0999984741211,19.25,99.5,1047931,15596896
2019-04-04,18.950000762939453,84.63965606689453,18.950000762939453,92.3499984741211,19.200000762939453,96.5,18.899999618530273,91.8499984741211,19.0,94.1500015258789,559232,17714646
2019-04-05,18.950000762939453,85.23538970947266,18.950000762939453,93.0,19.100000381469727,93.8499984741211,18.850000381469727,91.05000305175781,19.100000381469727,92.80000305175781,414357,9235891
2019-04-08,18.899999618530273,84.54800415039062,18.899999618530273,92.25,19.200000762939453,95.3499984741211,18.850000381469727,91.5,19.0,93.1500015258789,391560,11927271
2019-04-09,18.850000381469727,86.79345703125,18.850000381469727,94.69999694824219,18.899999618530273,95.0,18.700000762939453,91.30000305175781,18.899999618530273,92.4000015258789,393362,11923160
2019-04-10,18.799999237060547,85.78529357910156,18.799999237060547,93.5999984741211,19.0,95.8499984741211,18.700000762939453,93.25,18.850000381469727,94.30000305175781,299021,8721010
2019-04-11,18.75,85.46451568603516,18.75,93.25,19.0,94.19999694824219,18.649999618530273,92.0,18.649999618530273,93.4000015258789,243647,6667374
2019-04-12,18.700000762939453,85.69364166259766,18.700000762939453,93.5,18.850000381469727,93.9000015258789,18.600000381469727,91.5999984741211,18.600000381469727,93.30000305175781,193917,7751907
2019-04-15,18.850000381469727,84.9604263305664,18.850000381469727,92.69999694824219,19.0,94.44999694824219,18.75,92.1500015258789,18.899999618530273,93.55000305175781,248139,5976723
2019-04-16,18.700000762939453,84.59383392333984,18.700000762939453,92.30000305175781,19.200000762939453,93.5,18.649999618530273,92.0,18.799999237060547,92.9000015258789,522463,4462400
2019-04-18,18.600000381469727,83.4023666381836,18.600000381469727,91.0,18.850000381469727,92.80000305175781,18.450000762939453,90.25,18.850000381469727,92.5,324203,7536198
2019-04-22,18.299999237060547,79.5988540649414,18.299999237060547,86.8499984741211,18.549999237060547,90.3499984741211,18.25,86.19999694824219,18.5,90.0,312687,7070780
2019-04-23,18.350000381469727,80.74449157714844,18.350000381469727,88.0999984741211,18.5,89.30000305175781,18.25,86.69999694824219,18.5,87.30000305175781,247976,8092450
2019-04-24,18.200000762939453,81.66099548339844,18.200000762939453,89.0999984741211,18.450000762939453,90.0,18.100000381469727,87.0,18.350000381469727,88.19999694824219,360317,6947082
2019-04-25,18.299999237060547,80.33206176757812,18.299999237060547,87.6500015258789,18.450000762939453,89.75,18.25,86.69999694824219,18.25,89.25,250854,6129391
2019-04-26,18.350000381469727,80.69866943359375,18.350000381469727,88.05000305175781,18.549999237060547,88.5,18.299999237060547,86.5999984741211,18.5,88.25,244054,6880489
2019-04-30,17.899999618530273,76.5285415649414,17.899999618530273,83.5,18.450000762939453,88.0,17.799999237060547,82.75,18.450000762939453,88.0,327922,9894458
2019-05-02,17.950000762939453,77.39922332763672,17.950000762939453,84.44999694824219,18.600000381469727,86.1500015258789,17.649999618530273,82.4000015258789,18.0,83.0,424894,7600082
2019-05-03,17.950000762939453,77.94914245605469,17.950000762939453,85.05000305175781,18.200000762939453,85.75,17.899999618530273,84.1500015258789,17.950000762939453,84.94999694824219,190496,5629447
2019-05-06,17.75,76.89515686035156,17.75,83.9000015258789,18.0,85.4000015258789,17.649999618530273,83.5,18.0,84.0,161891,4467534
2019-05-07,17.649999618530273,74.8330078125,17.649999618530273,81.6500015258789,18.0,84.69999694824219,17.600000381469727,81.0,17.75,84.44999694824219,200985,6167418
2019-05-08,17.450000762939453,75.33708190917969,17.450000762939453,82.19999694824219,17.799999237060547,83.55000305175781,17.299999237060547,80.75,17.799999237060547,81.6500015258789,243124,6734094
2019-05-09,17.200000762939453,75.291259765625,17.200000762939453,82.1500015258789,17.450000762939453,83.0,17.100000381469727,81.5,17.350000381469727,81.80000305175781,277038,5014619
2019-05-10,17.450000762939453,77.03263092041016,17.450000762939453,84.05000305175781,17.700000762939453,84.5999984741211,17.100000381469727,82.05000305175781,17.25,83.0,388561,6978479
2019-05-13,17.049999237060547,69.51725006103516,17.049999237060547,75.8499984741211,17.549999237060547,84.55000305175781,17.049999237060547,71.44999694824219,17.549999237060547,83.80000305175781,204275,14639500
2019-05-14,17.850000381469727,72.67920684814453,17.850000381469727,79.30000305175781,19.600000381469727,81.44999694824219,16.700000762939453,74.44999694824219,17.0,75.9000015258789,1668249,13530185
2019-05-15,16.899999618530273,65.48460388183594,16.899999618530273,71.44999694824219,17.850000381469727,76.0,16.799999237060547,70.55000305175781,17.5,74.19999694824219,669729,36895427
2019-05-16,16.75,64.29314422607422,16.75,70.1500015258789,17.100000381469727,72.0,16.649999618530273,69.19999694824219,17.100000381469727,71.5,358419,13719289
2019-05-17,16.549999237060547,64.75140380859375,16.549999237060547,70.6500015258789,16.899999618530273,71.1500015258789,16.5,69.25,16.75,70.30000305175781,371482,8543601
2019-05-20,17.299999237060547,67.82170867919922,17.299999237060547,74.0,17.799999237060547,75.0999984741211,16.950000762939453,72.6500015258789,17.149999618530273,74.30000305175781,489886,12806147
2019-05-21,17.25,65.57625579833984,17.25,71.55000305175781,17.600000381469727,74.3499984741211,17.149999618530273,70.6500015258789,17.549999237060547,74.19999694824219,313837,9074806
2019-05-22,17.299999237060547,65.25547790527344,17.299999237060547,71.19999694824219,17.399999618530273,71.75,16.899999618530273,70.0999984741211,17.399999618530273,71.6500015258789,214686,7989744
2019-05-23,17.100000381469727,63.92654037475586,17.100000381469727,69.75,18.0,75.44999694824219,16.950000762939453,69.19999694824219,17.549999237060547,73.8499984741211,505707,20942310
2019-05-24,17.450000762939453,68.73822021484375,17.450000762939453,75.0,17.549999237060547,75.5,17.149999618530273,70.0,17.149999618530273,70.1500015258789,359952,13537813
2019-05-27,17.600000381469727,70.9378433227539,17.600000381469727,77.4000015258789,17.75,78.5,17.25,75.19999694824219,17.549999237060547,75.5,262533,13403507
2019-05-28,17.600000381469727,72.81668090820312,17.600000381469727,79.44999694824219,17.850000381469727,79.75,17.350000381469727,76.5999984741211,17.600000381469727,77.8499984741211,227464,13894860
2019-05-29,17.299999237060547,72.03765106201172,17.299999237060547,78.5999984741211,17.600000381469727,79.30000305175781,17.149999618530273,77.55000305175781,17.600000381469727,79.30000305175781,224352,13146240
2019-05-30,17.25,71.80852508544922,17.25,78.3499984741211,17.450000762939453,80.1500015258789,17.200000762939453,77.25,17.450000762939453,79.0,153223,8867615
2019-05-31,17.450000762939453,69.47142791748047,17.450000762939453,75.80000305175781,17.799999237060547,79.19999694824219,17.399999618530273,74.25,17.700000762939453,78.69999694824219,503218,11087241
2019-06-03,17.600000381469727,70.15880584716797,17.600000381469727,76.55000305175781,17.700000762939453,76.94999694824219,17.049999237060547,74.55000305175781,17.5,76.44999694824219,257049,7642627
2019-06-04,17.75,71.53357696533203,17.75,78.05000305175781,17.850000381469727,80.8499984741211,17.25,76.0,17.299999237060547,76.0,388485,15631329
2019-06-06,17.399999618530273,67.2259750366211,17.399999618530273,73.3499984741211,17.850000381469727,78.44999694824219,17.350000381469727,72.8499984741211,17.600000381469727,78.44999694824219,292526,12897270
2019-06-07,17.399999618530273,67.73005676269531,17.399999618530273,73.9000015258789,17.600000381469727,74.8499984741211,17.200000762939453,72.5,17.399999618530273,73.19999694824219,289091,9319279
2019-06-10,17.399999618530273,66.58441925048828,17.399999618530273,72.6500015258789,17.5,75.5,17.200000762939453,71.5999984741211,17.299999237060547,74.6500015258789,640089,8537807
2019-06-11,17.950000762939453,67.95919036865234,17.950000762939453,74.1500015258789,18.0,74.5,17.149999618530273,72.0999984741211,17.149999618530273,72.69999694824219,486603,6882890
2019-06-12,18.25,68.32579040527344,18.25,74.55000305175781,18.399999618530273,75.0999984741211,17.75,73.30000305175781,17.950000762939453,74.0,631640,6506615
2019-06-13,18.200000762939453,66.63024139404297,18.200000762939453,72.69999694824219,18.350000381469727,74.5,17.850000381469727,70.75,18.200000762939453,74.05000305175781,461344,8950535
2019-06-14,18.399999618530273,66.72189331054688,18.399999618530273,72.80000305175781,18.549999237060547,74.0999984741211,18.0,72.30000305175781,18.149999618530273,72.80000305175781,772543,5776156
2019-06-17,18.799999237060547,66.40111541748047,18.799999237060547,72.44999694824219,18.899999618530273,74.05000305175781,18.100000381469727,72.19999694824219,18.399999618530273,72.80000305175781,1152782,5642661
2019-06-18,19.25,67.9133529663086,19.25,74.0999984741211,19.399999618530273,74.8499984741211,18.75,72.19999694824219,18.950000762939453,72.6500015258789,1054591,9331467
2019-06-19,18.049999237060547,66.44693756103516,18.049999237060547,72.5,19.350000381469727,75.19999694824219,17.799999237060547,71.80000305175781,19.299999237060547,74.55000305175781,488446,8355903
2019-06-20,18.0,69.05899047851562,18.0,75.3499984741211,18.299999237060547,75.80000305175781,17.5,72.1500015258789,17.799999237060547,72.5,228529,6663438
2019-06-21,17.350000381469727,69.42559814453125,17.350000381469727,75.75,18.799999237060547,77.4000015258789,17.0,74.3499984741211,18.049999237060547,75.0,2001644,10066374
2019-06-24,17.299999237060547,69.01317596435547,17.299999237060547,75.30000305175781,17.5,76.30000305175781,17.149999618530273,74.75,17.350000381469727,75.30000305175781,391372,4866923
2019-06-25,17.450000762939453,69.24229431152344,17.450000762939453,75.55000305175781,17.549999237060547,76.0999984741211,17.25,74.9000015258789,17.399999618530273,75.0999984741211,229242,4163890
2019-06-26,17.350000381469727,71.1669692993164,17.350000381469727,77.6500015258789,17.5,78.5,17.25,75.30000305175781,17.299999237060547,75.9000015258789,732441,7116853
2019-06-27,17.75,71.12113952636719,17.75,77.5999984741211,17.950000762939453,78.3499984741211,17.25,76.55000305175781,17.450000762939453,77.94999694824219,768521,5449727
2019-06-28,18.350000381469727,74.28309631347656,18.350000381469727,81.05000305175781,19.299999237060547,83.75,18.200000762939453,77.75,19.299999237060547,78.30000305175781,3662166,28937243
2019-07-01,18.149999618530273,76.5285415649414,18.149999618530273,83.5,18.899999618530273,84.05000305175781,18.049999237060547,80.4000015258789,18.399999618530273,81.5,470754,12615826
2019-07-02,18.100000381469727,75.70368957519531,18.100000381469727,82.5999984741211,18.299999237060547,84.19999694824219,17.850000381469727,81.6500015258789,18.149999618530273,84.0,345992,11001361
2019-07-03,18.600000381469727,76.75767517089844,18.600000381469727,83.75,18.700000762939453,84.3499984741211,17.850000381469727,82.1500015258789,17.950000762939453,82.6500015258789,473202,7703994
2019-07-04,19.399999618530273,77.76583862304688,19.399999618530273,84.8499984741211,19.5,86.5999984741211,19.0,84.0999984741211,19.0,84.3499984741211,2021409,14709092
2019-07-05,19.600000381469727,77.07845306396484,19.600000381469727,84.0999984741211,19.899999618530273,86.1500015258789,18.600000381469727,83.3499984741211,19.649999618530273,85.19999694824219,2165287,15217156
2019-07-08,19.5,70.61705780029297,19.5,77.05000305175781,19.700000762939453,83.75,18.649999618530273,76.6500015258789,19.399999618530273,83.5,811137,14518857
2019-07-09,18.899999618530273,71.6252212524414,18.899999618530273,78.1500015258789,19.799999237060547,78.5,18.799999237060547,76.0999984741211,19.100000381469727,76.94999694824219,524664,8843265
2019-07-10,18.950000762939453,70.61705780029297,18.950000762939453,77.05000305175781,19.299999237060547,79.4000015258789,18.700000762939453,76.3499984741211,19.100000381469727,79.4000015258789,316346,9697661
2019-07-11,19.049999237060547,71.9001693725586,19.049999237060547,78.44999694824219,19.149999618530273,78.80000305175781,18.850000381469727,76.5,18.850000381469727,77.5,218418,7144574
2019-07-12,18.5,71.99182891845703,18.5,78.55000305175781,19.100000381469727,79.4000015258789,18.399999618530273,77.4000015258789,19.049999237060547,78.05000305175781,320960,6753009
2019-07-15,18.049999237060547,68.4632568359375,18.049999237060547,74.69999694824219,18.600000381469727,78.75,18.0,74.0999984741211,18.549999237060547,78.6500015258789,274699,10650978
2019-07-16,18.350000381469727,71.07532501220703,18.350000381469727,77.55000305175781,18.450000762939453,77.80000305175781,18.0,74.5,18.0,74.5999984741211,374776,7752075
2019-07-17,18.350000381469727,70.9378433227539,18.350000381469727,77.4000015258789,18.899999618530273,78.5999984741211,18.25,76.0999984741211,18.899999618530273,77.44999694824219,371956,8344571
2019-07-18,18.049999237060547,68.69239044189453,18.049999237060547,74.94999694824219,18.399999618530273,78.05000305175781,18.0,74.4000015258789,18.399999618530273,77.5,200572,8506491
2019-07-19,17.850000381469727,67.73005676269531,17.850000381469727,73.9000015258789,18.149999618530273,75.9000015258789,17.799999237060547,73.19999694824219,18.149999618530273,75.30000305175781,278042,6134692
2019-07-22,17.75,68.41744232177734,17.75,74.6500015258789,18.0,75.25,17.600000381469727,73.05000305175781,18.0,74.0,185316,8868318
2019-07-23,17.649999618530273,66.35529327392578,17.649999618530273,72.4000015258789,17.950000762939453,75.5,17.600000381469727,71.80000305175781,17.850000381469727,75.0,214527,8461147
2019-07-24,17.299999237060547,64.75140380859375,17.299999237060547,70.6500015258789,17.799999237060547,72.9000015258789,17.149999618530273,70.05000305175781,17.649999618530273,72.5,206435,8206191
2019-07-25,17.149999618530273,64.06401824951172,17.149999618530273,69.9000015258789,17.5,71.5999984741211,17.100000381469727,69.4000015258789,17.25,70.94999694824219,283217,7779410
2019-07-26,17.200000762939453,64.29314422607422,17.200000762939453,70.1500015258789,17.450000762939453,73.5,17.049999237060547,69.5,17.200000762939453,70.0,305326,11517415
2019-07-29,17.049999237060547,64.52227020263672,17.049999237060547,70.4000015258789,17.350000381469727,71.69999694824219,17.0,68.69999694824219,17.100000381469727,70.1500015258789,177705,9238304
2019-07-30,16.700000762939453,61.4061393737793,16.700000762939453,67.0,17.149999618530273,70.9000015258789,16.600000381469727,66.6500015258789,17.049999237060547,70.69999694824219,285656,9757170
2019-07-31,16.549999237060547,61.95604705810547,16.549999237060547,67.5999984741211,16.700000762939453,68.25,16.399999618530273,66.25,16.600000381469727,67.0,297312,7503701
2019-08-01,16.450000762939453,60.123023986816406,16.450000762939453,65.5999984741211,16.75,67.75,16.350000381469727,64.69999694824219,16.450000762939453,67.5,309072,9233059
2019-08-02,16.25,59.29816436767578,16.25,64.69999694824219,16.450000762939453,66.25,16.0,63.599998474121094,16.350000381469727,65.0999984741211,283685,10827678
2019-08-05,16.049999237060547,59.52729034423828,16.049999237060547,64.94999694824219,16.149999618530273,65.9000015258789,15.75,61.900001525878906,16.149999618530273,63.70000076293945,203146,14495829
2019-08-06,16.299999237060547,60.077205657958984,16.299999237060547,65.55000305175781,16.5,66.6500015258789,16.049999237060547,64.0,16.049999237060547,64.5,219261,9534242
2019-08-07,16.149999618530273,58.24418258666992,16.149999618530273,63.54999923706055,16.5,66.69999694824219,16.049999237060547,63.0,16.149999618530273,65.5,184609,11784798
2019-08-08,16.200000762939453,58.977386474609375,16.200000762939453,64.3499984741211,16.950000762939453,64.9000015258789,15.899999618530273,61.79999923706055,16.149999618530273,63.54999923706055,972813,14868207
2019-08-09,15.949999809265137,59.343994140625,15.949999809265137,64.75,16.200000762939453,65.8499984741211,15.899999618530273,63.75,16.100000381469727,64.75,265903,8938472
2019-08-13,15.550000190734863,57.694278717041016,15.550000190734863,62.95000076293945,16.0,65.5,15.5,62.599998474121094,16.0,64.55000305175781,344832,6934344
2019-08-14,15.399999618530273,57.87757873535156,15.399999618530273,63.150001525878906,15.699999809265137,64.30000305175781,15.300000190734863,62.70000076293945,15.699999809265137,63.25,281366,7329705
2019-08-16,15.850000381469727,58.977386474609375,15.850000381469727,64.3499984741211,16.149999618530273,65.0999984741211,15.25,62.25,15.399999618530273,63.0,478646,8615614
2019-08-19,15.550000190734863,58.79408645629883,15.550000190734863,64.1500015258789,16.0,65.25,15.5,63.5,16.0,65.1500015258789,265464,6658503
2019-08-20,15.399999618530273,56.59446716308594,15.399999618530273,61.75,15.699999809265137,64.44999694824219,15.350000381469727,61.349998474121094,15.449999809265137,64.30000305175781,159949,9159600
2019-08-21,15.050000190734863,55.21969985961914,15.050000190734863,60.25,15.399999618530273,62.25,15.0,59.5,15.300000190734863,61.5,306580,8620741
2019-08-22,14.550000190734863,53.6616325378418,14.550000190734863,58.54999923706055,15.0,60.75,14.300000190734863,58.0,15.0,60.099998474121094,298106,7526923
2019-08-23,14.25,54.440670013427734,14.25,59.400001525878906,14.600000381469727,59.95000076293945,14.100000381469727,57.599998474121094,14.350000381469727,58.0,387712,8302965
2019-08-26,15.350000381469727,56.31951141357422,15.350000381469727,61.45000076293945,15.600000381469727,62.79999923706055,14.800000190734863,59.29999923706055,15.600000381469727,62.0,925103,10644199
